,name,gender,hometown,age,education,income,experience,period,drawdown,debt,risk,attitude
4919,Michell Silas,1,hk,3,3,3,1,2,1,5,3,5
4920,Baldwin Zechariah,1,HK,3,4,5,5,3,4,1,4,5
4921,Emma Blake,2,Hong Kong,5,4,3,4,3,4,2,4,2
4922,Glenn Jim,1,Hong Kong,3,2,3,5,3,3,2,4,3
4923,Yao Yang,2,Hong Kong,5,3,5,5,4,3,3,4,4
4924,Wendell Emerson,1,Hong Kong,3,3,3,5,2,3,3,1,3
4925,Christopher Sonmerfield,1,Hong Kong,3,3,3,5,2,3,3,1,3
4926,Page Burns,2,Hong Kong,4,4,3,5,3,3,3,2,2
4927,Antonia Jeames,2,Hong Kong,2,3,2,2,2,2,4,2,2
4928,Jo Baldwin,1,South Korea,4,3,5,5,4,4,4,3,4
4929,James Susan,1,Hong Kong,4,2,2,5,4,4,3,4,2
4930,Raymond Macaulay,1,hk,1,3,1,1,1,2,1,2,2
4931,Ingemar Coverdale,1,Hong Kong,2,4,4,1,1,1,5,1,3
4932,Pan Zhihao,2,Taiwan,5,5,5,5,5,5,5,5,5
4933,Jennifer Alfred,2,Taiwan,1,2,1,4,3,4,5,4,4
4934,Tyler Barrett,1,Hong Kong,2,4,1,1,1,3,1,3,3
4935,Coral Oscar,2,Shandong,2,5,5,4,3,3,2,3,4
4936,Chen Cui,2,Hong Kong,4,5,3,3,2,4,3,2,3
4937,Zheng Ruogang,2,Taiwan,3,4,2,2,1,3,2,1,2
4938,Zara Eve,2,Hong Kong,4,4,3,5,3,3,3,2,2
4939,Abraham Ella,1,Hong Kong,4,3,4,3,3,4,4,3,3
4940,Elsa Sweet,2,Hong Kong,3,4,2,2,1,3,2,1,2
4941,Martha Brown,2,Hong Kong,2,4,2,1,1,2,1,1,1
4942,Isidore Maxwell,1,hk,4,5,4,3,3,4,3,3,3
4943,Drew More,1,HK,4,5,5,5,4,4,4,3,3
4944,May Montgomery,2,Hong Kong,3,2,3,2,2,3,3,2,2
4945,Beck Rosalind,1,Hong Kong,3,4,2,2,1,3,2,1,2
4946,Andy Keppel,1,Beijing,3,4,4,5,3,3,3,2,2
4947,Devin Sidney,1,Taiwan,3,5,2,2,3,3,3,3,3
4948,Channing Oliver,1,Chinese mainland,3,2,4,5,3,3,3,2,3
4949,Sigrid Swift,2,Hong Kong,5,5,5,5,5,5,5,5,5
4950,Alice Fielding,2,Hong Kong,2,2,2,1,1,1,4,2,4
4951,Payne Kathleen,1,Hong Kong,4,4,5,1,2,1,4,1,4
4952,Tim Becher,1,guangxi,3,3,2,5,2,2,2,1,1
4953,Miranda Max,2,Mongolia,3,5,5,5,3,3,3,3,2
4954,Tang Jun,1,Hong Kong,2,3,2,3,2,2,3,2,1
4955,Riva Pope,2,Hong Kong,3,3,3,1,2,1,5,3,5
4956,Madeline Tony,2,Hong Kong,4,4,4,2,3,2,5,4,5
4957,Eric Nicholas,1,Hong Kong,3,4,2,2,1,3,2,1,2
4958,Lu Jingyi,2,Hong Kong,3,3,3,5,2,3,3,1,3
4959,Hilda Funk,2,Hong Kong,3,5,5,5,4,4,2,4,3
4960,Li Zan,2,Hong Kong,2,3,2,2,2,2,4,2,2
4961,Clara Christian,2,hk,2,4,2,1,1,2,1,1,1
4962,Brook Doyle,1,Shenzhen,3,3,4,3,2,3,5,3,1
4963,Xia Wu,2,Hong Kong,5,5,5,5,5,5,5,5,5
4964,Eleanore Francis,2,Hong Kong,3,5,5,5,4,4,3,4,5
4965,Dylan Eugen,1,Hong Kong,3,5,5,4,3,4,2,4,1
4966,Katherine Masefield,2,Hong Kong,2,1,2,1,1,2,2,1,1
4967,Otto Hobson,1,china,3,4,2,3,2,2,5,3,1
4968,Taniuchi Haruki,1,Taiwan,3,4,4,5,4,4,2,4,4
4969,Mamie Nathaniei,2,Hong Kong,1,4,4,3,2,2,1,2,3
4970,Zona Clarissa,2,Hong Kong,2,3,1,5,3,5,2,5,2
4971,Vanessa Christopher,2,Hong Kong,2,2,1,1,2,3,3,3,2
4972,Violet Shelley,2,Hong Kong,4,3,5,5,4,4,4,3,4
4973,Wang Jingyi,2,Hong Kong,1,3,1,1,1,2,1,2,2
4974,Enoch Larkin,1,Hong Kong,2,1,1,3,2,3,3,3,2
4975,Phoenix Rob,2,Hong Kong,5,5,5,5,5,5,5,5,5
4976,Daisy Rockefeller,2,Hong Kong,2,4,3,5,3,5,2,5,4
4977,Meng Guanyu,1,Hong Kong,1,2,1,1,2,2,3,2,2
4978,Rock Trevelyan,1,Hong Kong,4,3,3,2,2,2,3,2,2
4979,Miranda Hudson,2,Hong Kong,4,2,4,5,2,2,2,2,2
4980,Ding Xinyi,2,Hong Kong,5,5,5,5,5,5,5,5,5
4981,Gordon Moses,1,HK,5,5,5,5,5,5,5,5,5
4982,Zhan Hanying,1,Hong Kong,5,3,5,5,3,3,3,3,3
4983,Lauren Laurie,2,Hong Kong,2,3,1,1,1,2,1,1,1
4984,Wei Tai,1,Hong Kong,2,2,1,3,2,3,5,3,4
4985,Janet Habakkuk,2,hk,2,3,1,4,3,4,2,4,4
4986,Dong Fang,1,Hong Kong,4,2,4,5,2,2,2,2,2
4987,Ingram Robin,1,HK,1,3,1,1,1,2,1,2,2
4988,Yao Yang,2,Hong Kong,3,4,4,5,4,4,2,4,4
4989,Truman Raleign,1,Hong Kong,5,2,1,5,4,5,5,5,4
4990,Abel Crichton,1,India,2,4,1,1,1,3,1,3,3
4991,Nicole Grantham,2,Hong Kong,3,2,4,5,3,3,3,2,3
4992,Clare Hansen,1,Hong Kong,4,4,5,5,5,5,1,5,5
4993,Deirdre Robin,2,Hong Kong,1,2,1,3,2,3,2,4,5
4994,Ruby Bauer,2,Hong Kong,3,3,3,5,2,3,3,1,3
4995,Franklin Billy,1,Hong Kong,3,5,5,5,4,4,3,4,5
4996,William Belloc,1,HK,2,3,1,2,1,1,4,2,1
4997,Earl Rutherford,1,Shandong,2,3,3,4,2,2,2,1,1
4998,Jeremy Peggy,1,Foshan,2,4,4,5,5,5,1,5,4
4999,Luther Reynolds,1,Hong Kong,2,2,2,4,1,2,2,1,2
5000,Doreen Ford,2,Hong Kong,3,3,2,5,2,2,2,1,1
5001,Prima Beck,2,Hong Kong,5,4,3,1,2,2,3,2,3
5002,Ida Morse,2,Hong Kong,2,3,1,1,1,2,1,1,1
5003,Elijah Katrine,1,Hong Kong,2,4,2,1,1,2,1,1,1
5004,Nina,2,HK,2,5,5,4,3,3,2,3,4
5005,Madeline Burke,2,Hong Kong,5,4,3,4,3,4,2,4,4
5006,Du Rong,1,Chinese mainland,3,1,3,4,1,1,1,1,1
5007,Alma Penn,2,Hong Kong,2,3,2,2,2,2,4,2,2
5008,Xia Dong,1,Shanghai,5,4,4,4,3,4,2,4,2
5009,Page Joshua,1,Hong Kong,2,4,1,1,1,3,1,3,3
5010,Gemma Jack,2,hk,2,4,1,1,1,3,1,3,3
5011,Luther Reynolds,1,Hong Kong,5,2,1,3,2,3,3,4,2
5012,Sylvia Alick,2,Hong Kong,3,4,2,2,1,3,2,1,2
5013,Jerry Buckle,1,Hong Kong,4,5,5,5,4,4,4,3,3
5014,Fang Dan,2,Shanghai,3,3,3,2,2,3,3,3,1
5015,Alvis Burke,1,Hong Kong,2,4,1,1,2,2,2,2,2
5016,Fang Xuefeng,2,South Korea,2,3,2,2,2,2,4,2,2
5017,Xu Lingxin,2,Hong Kong,3,4,5,2,2,3,3,3,1
5018,Zhang Ah,1,Hubei,2,4,4,5,3,3,5,3,2
5019,Lian Ai,2,England,2,4,2,1,1,2,1,1,1
5020,Dominic Amelia,2,Hong Kong,1,3,1,1,1,2,1,2,2
5021,Zhong Shufen,2,hk,1,3,1,1,1,1,1,1,1
5022,Duncan Louis,1,Hong Kong,3,4,2,2,1,3,2,1,2
5023,Jenny Truman,2,Hong Kong,3,5,5,5,4,4,3,4,5
5024,Lynn Nick,2,Hebei,2,4,3,1,2,2,3,2,2
5025,Qiao Jianhong,1,Hong Kong,4,5,5,5,5,5,3,5,5
5026,Kent Lawrence,1,Hong Kong,4,2,4,5,2,2,2,2,2
5027,Fang Dan,2,Hong Kong,3,5,3,2,2,3,2,2,2
5028,George Keats,1,Hong Kong,5,5,5,5,5,5,5,5,5
5029,Barbara Walpole,2,Hong Kong,3,3,3,3,2,2,3,2,2
5030,Setlla Adams,2,Hong Kong,2,4,3,5,4,5,2,5,3
5031,Edmund Harrison,1,Hong Kong,2,4,1,1,1,3,1,3,3
5032,Calvin Matthew,1,HK,4,4,4,2,3,2,5,4,5
5033,Irene Matthew,2,Hong Kong,3,2,2,1,2,2,3,2,2
5034,Woodrow Leighton,1,Shenzhen,1,3,1,1,1,2,1,2,2
5035,Mary Evans,2,Hong Kong,2,1,3,4,2,2,2,1,2
5036,Liz Craigie,2,Hong Kong,2,3,3,4,3,3,1,3,3
5037,Charlotte Augustus,2,Hong Kong,4,2,4,5,2,2,2,2,2
5038,Quan Wu,2,Hong Kong,4,4,4,4,4,4,4,4,4
5039,Alexia Hudson,2,Hong Kong,3,5,2,2,3,3,3,3,3
5040,Merxat Abdulla,1,Hong Kong,1,3,1,1,1,1,1,1,1
5041,Herbert Haggai,1,Hong Kong,3,4,2,3,2,2,5,3,1
5042,Per Schichau,1,Tianjin,2,3,2,2,2,2,4,2,2
5043,Maggie Nahum,2,Hong Kong,2,5,5,4,3,3,2,3,4
5044,Huo Yuhan,1,Hong Kong,2,3,2,2,2,2,4,2,2
5045,Beverly Flower,2,Hong Kong,4,4,4,5,3,4,4,2,4
5046,Winifred Kingsley,2,Hong Kong,3,2,2,3,2,3,3,3,3
5047,Xie Jia,2,Heilongjiang,3,4,4,5,4,4,2,4,4
5048,Blanche Yerkes,2,hk,1,4,4,3,2,2,1,2,3
5049,Mahinur Alptekin,2,Hong Kong,2,1,1,5,4,3,3,4,5
5050,Zhou Bai,2,Taiwan,3,3,2,5,2,2,2,1,1
5051,Kim Margaret,1,Hong Kong,4,2,4,5,2,2,2,2,2
5052,Vicky Andrew,2,Hong Kong,1,2,1,1,2,3,3,3,1
5053,Berg Chaucer,1,Hong Kong,3,2,4,5,3,3,3,2,3
5054,Kirk House,1,Mongolia,3,4,4,5,4,4,2,4,4
5055,Hamiltion Christiana,1,Hong Kong,3,4,4,5,3,3,3,2,2
5056,Kim Bradley,1,hk,4,3,5,5,4,4,4,3,4
5057,Meng Li,1,Vietnam,4,2,4,4,3,2,2,3,3
5058,Levi Christie,1,Hong Kong,2,5,5,3,2,3,3,3,2
5059,Liang ZhenKang,1,hk,1,2,1,1,2,2,3,2,2
5060,Ren Yong,2,Hong Kong,2,4,3,5,3,4,2,4,2
5061,Wanda Babbitt,2,Hong Kong,5,3,5,5,4,3,3,4,4
5062,Wen Chin,1,Hong Kong,5,3,5,5,3,3,3,3,3
5063,Nelly Sassoon,2,Jiangsu,3,2,4,5,3,3,3,2,3
5064,Jiang Xinya,1,Hong Kong,4,3,3,4,3,4,5,4,5
5065,Maud Leighton,2,Hong Kong,2,3,2,2,2,2,4,2,2
5066,Oswald Dickens,1,Tianjin,2,3,1,2,1,1,4,2,1
5067,Song Fu,1,HK,3,4,5,2,2,3,3,3,2
5068,Xia Jing,2,hk,3,4,4,5,3,3,3,2,2
5069,Liao Chang,2,HK,3,4,5,1,1,1,3,1,3
5070,Betsy Louis,2,HK,2,4,3,4,3,4,2,4,2
5071,Janice Alfred,2,Hong Kong,3,4,2,3,2,2,5,3,1
5072,Tiffany Doyle,2,Hong Kong,1,3,1,1,1,1,1,1,1
5073,Beacher Bacon,1,Hong Kong,1,3,1,1,1,2,1,2,2
5074,Clyde Foster,1,Hong Kong,1,2,1,4,4,4,3,4,4
5075,Greg Acheson,1,HK,4,2,4,4,3,2,2,3,3
5076,Harri Stenzel,1,Hong Kong,2,5,5,4,3,3,2,3,4
5077,Sandra Edison,2,Macao,2,3,1,2,1,1,4,2,1
5078,Wu Hua,1,Hong Kong,3,2,3,2,2,3,3,2,2
5079,Rodney Kingsley,1,Zhejiang,3,4,3,3,3,3,5,3,3
5080,Edmund Baker,1,Hong Kong,5,3,5,5,4,3,3,4,4
5081,Peng ZhenKang,2,Hong Kong,3,3,2,5,2,2,2,1,1
5082,Broderick Barney,1,hk,2,4,1,1,2,2,2,2,2
5083,Norman Bronte,1,Hong Kong,3,2,3,2,2,3,3,2,2
5084,Griffith Andrew,1,Hong Kong,3,4,4,5,4,4,2,4,4
5085,Sun Su,1,Philippines,2,3,2,2,2,2,4,2,2
5086,Barbara Hughes,2,hk,2,3,2,2,2,2,4,2,2
5087,Osborn Carl,1,Jiangsu,5,3,3,3,2,3,2,3,4
5088,Christine Kit,2,Hong Kong,3,4,2,2,1,3,2,1,2
5089,Egbert Lyly,1,Hong Kong,3,4,2,2,1,3,2,1,2
5090,Nina,2,Hong Kong,2,4,1,1,1,3,1,3,3
5091,Chin Ametjan,2,Hong Kong,4,2,4,5,2,2,2,2,2
5092,Myra Daniel,2,Hong Kong,3,4,4,5,4,4,2,4,4
5093,Ian Wollaston,1,Hong Kong,3,3,4,5,3,4,2,4,3
5094,Qian Guanyu,1,HK,3,5,5,5,4,4,3,4,5
5095,Bonnie Locke,2,guangxi,3,3,2,5,2,2,2,1,1
5096,Chen Xinyue,2,Hong Kong,1,2,1,4,2,3,5,3,2
5097,Omar Mond,1,HK,5,3,3,5,5,5,2,5,5
5098,Wei Kun,2,Thailand,1,3,1,1,1,2,1,2,2
5099,Han Huan,1,Shenzhen,1,3,1,1,1,1,1,1,1
5100,Malcolm Croft,1,Hong Kong,4,2,4,5,2,2,2,2,2
5101,Janice Alfred,2,Hong Kong,2,4,1,1,1,3,1,3,3
5102,Gu Ju,2,Hong Kong,3,2,3,2,2,3,3,2,2
5103,Joanne Jenkin(s),2,Hong Kong,3,2,3,2,2,3,3,2,2
5104,Donald Dan,1,Hong Kong,1,4,4,3,2,2,1,2,3
5105,Hilary Poe,2,hk,3,3,3,3,2,2,3,2,1
5106,Xenia Daisy,2,HK,2,3,1,3,2,3,3,3,1
5107,Kristin Lloyd,2,Hong Kong,3,2,4,5,3,3,3,2,3
5108,Maggie Delia,2,Hong Kong,3,3,2,5,2,2,2,1,1
5109,Dean Margery,1,Hong Kong,3,3,4,4,3,4,2,4,4
5110,Harlan Fox,1,Hong Kong,3,5,5,4,3,4,5,4,4
5111,Anna Christy,2,Thailand,5,5,5,5,5,5,5,5,5
5112,Dana Effie,2,Hong Kong,3,4,2,2,1,3,2,1,2
5113,Sharon Archibald,2,HK,2,2,1,1,1,2,3,2,4
5114,Cao Jianhong,1,Shandong,4,5,3,4,3,3,5,4,2
5115,Mildred Harrison,2,Hong Kong,4,4,4,2,3,2,5,4,5
5116,Wan Hui,1,Hong Kong,3,3,3,1,2,1,5,3,5
5117,Zhao Ya,2,Henan,3,2,2,4,4,4,3,5,2
5118,Lydia Lamb,2,hk,3,4,4,5,4,4,2,4,4
5119,Jahangir Alptekin,1,England,3,3,4,3,2,3,3,3,1
5120,Alan Jeremy,1,HK,1,2,1,1,1,1,3,1,1
5121,Wilbur Waters,1,Hong Kong,4,4,3,5,3,3,3,2,2
5122,Wallis Ingersoll,2,Hong Kong,3,3,3,3,2,3,3,3,2
5123,June Bach,2,Mongolia,3,2,2,1,1,2,3,2,3
5124,Qiao Guiying,2,Hong Kong,4,4,4,4,4,4,4,4,4
5125,Nathan Rob,1,Hong Kong,2,4,1,1,2,2,2,2,2
5126,Gao Yijun,1,Hong Kong,3,2,3,4,3,4,2,4,4
5127,Joshua Marjory,1,HK,3,4,2,2,1,3,2,1,2
5128,Huo Yuhan,1,Hong Kong,3,4,4,5,4,4,2,4,4
5129,Marina Joseph,2,Hong Kong,3,2,4,5,3,3,3,2,3
5130,Maud Washington,2,Hong Kong,3,2,4,5,3,3,3,2,3
5131,Winston Gissing,1,Jiangsu,2,4,4,5,3,3,3,4,5
5132,Dawn Dobbin,2,shenzhen,2,2,2,4,1,2,2,1,2
5133,Douglas Philemon,1,India,5,2,1,3,2,3,3,3,3
5134,Bradley Kent,1,HK,2,4,1,1,2,2,2,2,2
5135,Jocelyn Nora,2,Hong Kong,4,5,5,5,4,4,4,3,3
5136,Wendy O'Connor,2,Hong Kong,2,4,2,1,1,2,1,1,1
5137,Humphrey Ellen,1,hk,4,4,5,1,1,1,4,1,1
5138,Chin Ametjan,2,Hong Kong,3,3,2,5,2,2,2,1,1
5139,Blanche Yerkes,2,HK,2,4,3,3,2,3,5,3,4
5140,Myrna Hodge,2,Macao,3,2,4,5,3,3,3,2,3
5141,Lindsay Micah,2,Hong Kong,4,5,3,3,2,4,3,2,3
5142,Tracy Sassoon,2,Shenzhen,5,2,1,1,2,1,4,1,3
5143,Fan Xinyi,2,Hong Kong,3,2,2,3,2,3,2,4,4
5144,Nicole Kingsley,2,Hong Kong,2,3,3,4,3,3,1,3,3
5145,Erica Marjory,2,Hong Kong,3,2,4,5,3,3,3,2,3
5146,Qian Guanyu,1,Tianjin,5,2,1,4,3,4,2,4,2
5147,Augus Carey,1,Hong Kong,2,5,5,4,3,3,2,3,4
5148,Juliet Churchill,2,Hong Kong,5,5,5,5,5,5,5,5,5
5149,Monroe Hewlett,1,hk,3,4,4,5,3,3,3,2,2
5150,Patricia Walter,2,Heilongjiang,2,4,2,1,1,2,1,1,1
5151,Quintina Jefferson,2,Hong Kong,4,4,4,2,3,2,5,4,5
5152,Hiram Springhall,1,Hong Kong,3,4,2,3,2,2,5,3,1
5153,Adam Malory,1,Taiwan,3,4,4,5,3,3,3,2,2
5154,Ben Clara,1,Hong Kong,2,3,2,2,2,2,4,2,2
5155,Scott Gracie,1,Hong Kong,3,3,4,2,2,3,3,3,1
5156,Burton Dickey,1,Hong Kong,3,4,4,5,4,4,2,4,4
5157,Andrew Effie,1,Hong Kong,2,4,4,4,3,4,5,4,2
5158,Veronica Christiana,2,Hong Kong,3,3,2,5,2,2,2,1,1
5159,Aubrey Taylor,1,Hong Kong,5,3,5,5,4,3,3,4,4
5160,Hyman Augustine,1,Hong Kong,5,3,5,5,4,3,3,4,4
5161,Gong Yating,1,Hong Kong,3,3,3,1,2,1,5,3,5
5162,Tammy Mill,2,Hong Kong,5,3,5,5,3,3,3,3,3
5163,Veronica Judith,2,shenzhen,3,4,4,5,3,3,3,2,2
5164,Fang Bo,1,Hong Kong,3,4,5,5,3,4,2,4,3
5165,Hulda Joe,2,Hong Kong,4,3,5,5,4,4,4,3,4
5166,Nydia Madge,2,Hong Kong,4,3,4,3,3,4,4,3,3
5167,Cheng Hui,2,HK,3,3,2,5,2,2,2,1,1
5168,Valentina Lizzie,2,HK,3,4,4,5,4,4,2,4,4
5169,Xue Dai,2,Canada,2,2,2,4,1,2,2,1,2
5170,Tian Hui,1,Hong Kong,3,5,2,2,2,4,2,4,4
5171,Peter Melville,1,HK,4,3,4,3,3,4,4,3,3
5172,Clarence Jane,1,hk,2,4,4,4,3,3,2,4,4
5173,Zoe Stephen,2,Hebei,2,4,3,4,3,4,2,4,4
5174,Mark Harry,1,Hong Kong,3,2,3,4,2,3,2,4,4
5175,Wallis Hobbes,2,Hong Kong,5,4,3,2,2,3,3,3,1
5176,Bart Emmie,1,Hong Kong,4,4,5,5,5,5,2,5,4
5177,Kerr Kelsen,1,Hong Kong,2,2,2,4,1,2,2,1,2
5178,Chen Xinyue,2,Beijing,3,4,4,5,3,3,3,2,2
5179,Mary Eve,2,Hong Kong,1,2,1,5,5,5,2,5,3
5180,Sandy Gosse,1,Hong Kong,3,4,3,3,3,3,5,3,3
5181,Eli Whyet,1,Hong Kong,2,3,2,2,2,2,4,2,2
5182,Wordsworth Jeremiah,1,Hong Kong,3,2,4,5,3,3,3,2,3
5183,Upton Evan,1,Hong Kong,3,4,2,2,1,3,2,1,2
5184,Boris Howell,1,Vietnam,3,4,4,5,3,3,3,2,2
5185,Liao Zhou,2,Hong Kong,2,2,1,4,3,4,2,4,4
5186,Lena Garcia,2,HK,3,4,4,5,3,3,3,2,2
5187,Julia Carrie,2,Hong Kong,4,4,4,5,3,4,4,2,4
5188,Meng Zemin,1,Hong Kong,5,4,4,5,4,4,5,4,3
5189,Sebastian Joan,1,Hong Kong,2,4,4,4,2,3,2,4,3
5190,Barlow Walton,1,Hong Kong,3,2,3,2,2,3,3,2,2
5191,Derrick Sandy,1,Hong Kong,2,4,1,1,2,2,2,2,2
5192,Wang Yi,2,HK,5,4,5,5,5,4,4,5,5
5193,Cai Zhen,1,Hong Kong,5,3,5,5,4,3,3,4,4
5194,Christine Kit,2,Fujian,2,4,1,1,1,3,1,3,3
5195,Gail Richards,2,Hong Kong,3,3,3,4,3,4,2,4,3
5196,Alvis Burke,1,Hong Kong,2,3,2,2,2,2,4,2,2
5197,Vincent Stowe,1,Hong Kong,2,2,2,1,1,1,4,2,4
5198,Todd More,1,Taiwan,2,4,4,1,2,2,5,2,2
5199,Yang Yang,2,Hong Kong,4,5,5,5,4,4,4,3,3
5200,Joan Hodge,2,Hong Kong,3,2,2,3,2,3,5,3,1
5201,Howar Smollett,1,Hong Kong,1,3,1,1,1,2,1,2,2
5202,Berton Donne,1,Hong Kong,3,5,3,2,2,3,2,2,2
5203,Gail Wyld(e),2,Heilongjiang,5,4,5,5,4,4,4,4,4
5204,Gladys Giles,2,Shandong,2,1,1,5,3,4,2,4,2
5205,Harley Bernard,1,Brunei,5,3,5,5,4,3,3,4,4
5206,Marjorie Smith,2,Hong Kong,3,3,3,5,2,3,3,1,3
5207,Gustave Johnston(e),2,Hong Kong,3,1,3,4,1,1,1,1,1
5208,Susie Morrison,2,Hong Kong,2,2,2,4,1,2,2,1,2
5209,Riva Pope,2,hk,2,3,2,2,2,2,4,2,2
5210,Zhu Jin,2,Hong Kong,2,3,1,1,1,2,1,1,1
5211,Wallis Hamlet,2,Hong Kong,2,5,4,1,1,1,4,1,3
5212,Earl Morgan,1,Hong Kong,1,2,1,3,2,3,2,3,4
5213,Sophia Susanna,2,hk,3,4,2,3,2,2,5,3,1
5214,Rose Defoe,2,Hong Kong,2,1,3,4,2,2,2,1,2
5215,Athena Stilwell,2,Hong Kong,3,4,5,4,2,3,3,3,3
5216,Tyler Barrett,1,Beijing,5,5,5,5,5,5,5,5,5
5217,Astrid FitzGerald,2,Hong Kong,3,4,5,2,2,3,3,3,3
5218,Tabitha MacArthur,2,Hong Kong,2,1,2,1,1,2,2,1,1
5219,Aldrich Dillon,1,Hong Kong,2,5,5,4,3,3,2,3,4
5220,Morton Camp,1,Hong Kong,2,3,2,2,2,2,4,2,2
5221,Zhong Jingyi,2,Hong Kong,4,3,4,3,3,4,4,3,3
5222,Barry Morgan,1,Hong Kong,3,4,5,5,5,5,2,5,3
5223,Li Xiu,2,Hong Kong,3,4,4,5,3,3,3,2,2
5224,Simona Bloomer,2,Hong Kong,2,2,2,4,1,2,2,1,2
5225,Rebecca Hodgson,2,Hunan,3,4,5,1,2,3,3,3,2
5226,Page Burns,2,Hong Kong,2,3,1,1,2,2,3,2,2
5227,Darlene Buck,2,India,5,5,5,5,5,5,5,5,5
5228,Ma Shui,1,Hong Kong,3,2,4,5,3,3,3,2,3
5229,Spencer Edison,1,Hunan,3,4,4,5,4,4,2,4,4
5230,Joy Lambert,2,HK,2,3,3,4,3,3,1,3,3
5231,Jessica Hawthorne,2,Hong Kong,5,3,2,1,2,3,5,3,1
5232,Jay Habakkuk,1,Hong Kong,3,4,5,5,3,4,2,4,3
5233,Qian Qiu,2,Hong Kong,3,2,2,5,5,5,5,5,5
5234,Kenneth Coffey,1,Hong Kong,3,3,3,5,2,3,3,1,3
5235,Eric Benson,1,Hong Kong,2,4,4,1,2,2,3,2,1
5236,Jim Humphr(e)y,1,hk,4,2,4,5,2,2,2,2,2
5237,Page Pearson,2,Hong Kong,5,3,5,5,4,3,3,4,4
5238,Novia Alcott,2,Canada,5,4,5,5,5,4,4,5,5
5239,Bishop Silas,1,Hong Kong,2,3,2,5,4,5,1,5,5
5240,Evelyn Sonmerfield,2,Hunan,3,1,3,4,1,1,1,1,1
5241,Fu Guiying,2,Hong Kong,2,4,3,1,2,3,3,3,1
5242,Virgil Washington,1,Hong Kong,3,3,2,5,2,2,2,1,1
5243,Alvin Jonathan,1,Chongqing,2,4,4,1,1,1,4,1,1
5244,Sylvia Bronte,2,Hong Kong,3,3,2,5,2,2,2,1,1
5245,Amelia Sam,2,Hainan,4,3,4,3,3,4,4,3,3
5246,Tyler Barrett,1,Hong Kong,3,4,4,5,4,4,2,4,4
5247,Ursula Bridges,2,Hong Kong,5,3,5,5,3,3,3,3,3
5248,Lu Shuren,2,Taiwan,2,4,3,4,3,2,5,2,3
5249,Guo Huan,1,hk,2,3,1,2,1,1,4,2,1
5250,Eve,2,Hong Kong,3,4,5,2,2,3,2,3,4
5251,Edmund Harrison,1,Hong Kong,4,3,3,3,2,3,3,4,1
5252,Wu Hua,1,Hong Kong,2,4,2,1,1,2,1,1,1
5253,Cyril Nicholas,1,Hong Kong,3,4,5,4,4,4,3,5,3
5254,Sidney Walpole,1,HK,3,2,4,5,3,3,3,2,3
5255,Fay Yerkes,2,hk,1,2,1,1,1,1,1,1,1
5256,Zara Eve,2,Wulongmuqi,4,4,4,2,3,2,5,4,5
5257,Samantha Wallis,2,Hong Kong,5,5,5,5,5,5,5,5,5
5258,Quincy Peg,1,Hong Kong,3,4,5,3,2,2,3,2,4
5259,Elijah Truman,1,Hong Kong,3,3,3,5,2,3,3,1,3
5260,Tammy Eddie,2,Hong Kong,3,5,5,5,4,4,3,4,5
5261,Gemma Wheatley,2,Singapore,4,4,4,2,3,2,5,4,5
5262,Rodney Pansy,1,hk,5,4,4,5,3,3,2,4,2
5263,Winfred MacArthur,1,Wulongmuqi,2,4,4,4,3,4,2,4,3
5264,Reginald Hope,1,Hong Kong,5,3,5,5,4,3,3,4,4
5265,Vivian Clarissa,1,Hong Kong,2,5,5,4,3,3,2,3,4
5266,Adam Carrie,1,Hong Kong,3,2,4,5,3,3,3,2,3
5267,Luther Landon,1,Hong Kong,3,2,4,5,3,3,3,2,3
5268,Owen Cooper,1,Zhejiang,3,3,4,4,3,3,3,4,4
5269,Bertha Copperfield,2,Beijing,3,5,2,2,2,4,2,4,4
5270,Xiang Cui,2,Hong Kong,3,5,2,2,3,3,3,3,3
5271,Joan Hodge,2,Hong Kong,3,5,5,4,3,4,5,4,2
5272,Audrey Holt,2,Canada,3,2,3,2,2,3,3,2,2
5273,Bob Scott,1,hk,3,5,2,2,3,3,3,3,3
5274,Christian Lynch,1,Hong Kong,3,4,4,5,4,4,2,4,4
5275,Patricia Zechariah,2,hk,3,3,3,5,2,3,3,1,3
5276,Phoebe Henry,2,Hong Kong,3,4,5,3,2,3,3,4,1
5277,Arthur Fowler,1,hk,2,2,2,4,1,2,2,1,2
5278,Luo Jie,1,Hebei,4,4,4,4,4,4,4,4,4
5279,Franklin Billy,1,Shandong,3,4,5,5,4,5,2,5,4
5280,Astrid FitzGerald,2,Beijing,3,2,3,2,2,3,3,2,2
5281,Boyd Gus,1,Hong Kong,2,5,5,4,3,3,2,3,4
5282,Kawamoto Seki,2,Hong Kong,3,4,2,2,1,3,2,1,2
5283,Per Schichau,1,HK,4,5,5,5,5,5,3,5,5
5284,Sidney Walpole,1,Hong Kong,3,4,2,2,1,3,2,1,2
5285,Qian Qiu,2,Tianjin,2,3,3,4,2,2,2,1,1
5286,Sandra Gibson,2,Hebei,3,2,3,2,2,3,3,2,2
5287,Jerry Zacharias,1,Japan,5,4,4,3,2,2,3,2,4
5288,Paddy Sara(h),1,HK,1,2,1,1,1,1,3,1,1
5289,Zhu Lan,2,Hong Kong,2,2,1,3,2,3,3,3,2
5290,Duan Shui,2,Taiwan,3,4,2,3,2,2,5,3,1
